id,url,account_name,following_count,follower_count,total_like_count,date,href,handle,description,hashtag,like_count,bookmark_count,share_count,comment_count
0_post,https://www.tiktok.com/@montanadarby/video/7232388092764671258,Montana | Travels,149,95.5K,4.8M,2023-5-12,/@montanadarby,montanadarby,The perfect 48 hour itinerary for Singapore! ,"['singapore', 'singaporetravel', 'travel']",36.7K,25K,5008,208
1_post,https://www.tiktok.com/@trippingmillennial/video/7194849267461426478,Travel with Rachael ✈️,474,57.1K,1.8M,2023-1-31,/@trippingmillennial,trippingmillennial,Hawker centers are my love language  ,"['southeastasia', 'singapore', 'travelsingapore']",4913,3686,806,31
2_post,https://www.tiktok.com/@montanadarby/video/7217039897687887109,Montana | Travels,149,95.5K,4.8M,2023-4-1,/@montanadarby,montanadarby,The ultimate guide on the BEST things to do Singapore! Can you believe moat of these things are completely FREE!! ,"['singapore', 'singaporethingstodo', 'marinabaysands', 'jewelchangi', 'gardensbythebay', 'backpacking']",73.7K,40.3K,10.5K,609
3_post,https://www.tiktok.com/@aktravelss/video/7208911518451223813,AKTRAVELS ✈️ 🌍,129,130.2K,8.4M,2023-3-10,/@aktravelss,aktravelss,Singapore is just different 🇸🇬 ,"['singapore', 'singaporetiktok', 'singaporelife', 'shopping', 'traveltiktok', 'aktravels']",2.1M,292.8K,25.1K,11.7K
4_post,https://www.tiktok.com/@belemartorres2/video/7218172665222237441,Belemar Torres,440,1284,37.2K,2023-4-4,/@belemartorres2,belemartorres2,Here’s my top 20 most visited place in Singapore! ,"['singapore2023', 'travelsingapore', 'solotraveling', 'fyp']",10.1K,7756,1935,71
5_post,https://www.tiktok.com/@montanadarby/video/7232762179869560090,Montana | Travels,149,95.5K,4.8M,2023-5-13,/@montanadarby,montanadarby,Singapore - What I spend in a day! Unpopular opinion but I really didn’t think it was that expensive at all! So many free or reasonably priced things to do here! ,"['singapore', 'singaporetravel', 'travel']",7917,2938,511,133
6_post,https://www.tiktok.com/@klook.my/video/7244541203247680770,Klook MY 🇲🇾,13,58.1K,1.6M,2023-6-14,/@klook.my,klook.my,These spots are great for photos too! 📸 ,"['singapore', 'freeplaces', 'klookmy', 'klooktravel', 'thingstodo', 'placestovisit', 'cheapplaces', 'traveltips', 'singaporetips']",8474,6094,846,43
7_post,https://www.tiktok.com/@lgdm0213/video/7205540561774857499,Lou DM,125,653,25.6K,2023-3-1,/@lgdm0213,lgdm0213,Our 6D5N DIY Singapore Itinerary + our Total Expense. 😊 ,"['singapore', 'singapore2023', 'singaporetravel', 'singaporetrip', 'travel2023', 'singaporeitinerary', 'sgitinerary', 'singaporetrip2023', 'itinerarysingapore']",8271,5893,1854,263
8_post,https://www.tiktok.com/@aleevpizarro/video/7192545572161670427,Alyssa Villarama Pizarro,711,49K,389.3K,2023-1-25,/@aleevpizarro,aleevpizarro,Where to go for your Singapore travel? Save this for future purposes!😉 ,"['singapore', 'placestovisit', 'travelsingapore', 'travelideas', 'travelhack', 'fyp']",9606,4872,1600,113
9_post,https://www.tiktok.com/@visit/video/7211292968530103557,Visit,50,7.1M,134.7M,2023-3-16,/@visit,visit,Marina Bay Sands Hotel is one of the most unique sights in Singapore 🇸🇬 🎥 @ibbz_7 📍Singapore ,"['uniquestays', 'hotelstays', 'marinabaysands', 'singaporetok', 'visitsingapore']",120K,9279,6406,802
10_post,https://www.tiktok.com/@elitevacays/video/7215048588953439493,ELITE VACAYS,0,354.5K,11.6M,2023-3-27,/@elitevacays,elitevacays,Who are you bringing? Check out the link in our bio for a travel must-have✨ ,"['amazinghotels', 'travelproducts', 'travelworld_addict', 'traveltok']",5940,1311,184,23
11_post,https://www.tiktok.com/@aktravelss/video/7201129793759284486,AKTRAVELS ✈️ 🌍,129,130.2K,8.4M,2023-2-17,/@aktravelss,aktravelss,PLACES TO VISIT IN SINGAPORE PART 1 🇸🇬 ,"['singapore', 'travel', 'aktravels', 'jewelchangi', 'merlionpark', 'gardensbythebay']",54.8K,14.6K,1842,179
12_post,https://www.tiktok.com/@pocketsofsunshines/video/7231887306091760898,Pocketsofsunshines 🌼,4144,1447,50.1K,2023-5-11,/@pocketsofsunshines,pocketsofsunshines,"Part 1 | When in Singapore, dont forget to explore the streets of Joo Chiat ✨ ","['exploresingapore', 'travelsingapore', 'cafehoppingsg', 'sgfoodie', 'whattodoinsg', 'dateideassg', 'wheretogosg', 'joochiat', 'cafesg', 'mysgguide']",20.2K,13.7K,1435,72
13_post,https://www.tiktok.com/@drewhacks/video/7197767840303172906,DrewHacks,137,2.5M,135.2M,2023-2-8,/@drewhacks,drewhacks,Is this the World's Best Airport? ,"['singapore', 'travel']",717.4K,62.5K,4454,2977
14_post,https://www.tiktok.com/@paulivandg/video/7241556477113060614,Ivan de Guzman,746,1.8M,28.1M,2023-6-6,/@paulivandg,paulivandg,Universal Studios Singapore • Travel Tipid Tips ,"['travelph', 'traveltiktok', 'traveltok', 'traveltips', 'learnontiktok', 'paulivandg']",5761,2565,771,85
15_post,https://www.tiktok.com/@nuncyyyy/video/7196107729218309403,Nuncyyyyy,142,10.8K,2M,2023-2-4,/@nuncyyyy,nuncyyyy,✈️🇸🇬🥰 ,"['singapore', 'universalstudiosingapore', 'travel']",2M,152.7K,24.6K,3883
16_post,https://www.tiktok.com/@itstravelchan/video/7220603906957708550,itstravelchan,7,1118,9550,2023-4-11,/@itstravelchan,itstravelchan,Singapore at night! ,"['travel', 'travelvlog', 'traveltiktok', 'sg', 'singapore', 'asia', 'adventure', 'explore', 'nightvibes', 'nightcityview', 'city', 'shorts', 'short', 'foryou']",7368,1154,681,42
17_post,https://www.tiktok.com/@daddy.xj/video/7246753475168570632,daddy.xj,408,8896,130.2K,2023-6-20,/@daddy.xj,daddy.xj,Do you know you can redeem paid attractions and experiences in Singapore for free for yourself and/or your family and friends entering Singapore? 👀,"['travelsingapore', 'travelsingapore', 'exploresingapore', 'freethingstodo', 'fypsg', 'tiktoksingapore']",985,635,155,20
18_post,https://www.tiktok.com/@ramalauw/video/7178544217814224134,Rama,291,593.8K,33.7M,2022-12-18,/@ramalauw,ramalauw,This country just called me ✨poor✨ in all its 4 national languages 🥰 ,"['singapore', 'traveling', 'amipoor', 'travel']",17.8K,2274,756,183
19_post,https://www.tiktok.com/@montanadarby/video/7232004733987343643,Montana | Travels,149,95.5K,4.8M,2023-5-11,/@montanadarby,montanadarby,Felt like I was in an Avatar movie!! ,"['travel', 'singapore', 'singaporetravel', 'gardensbythebay']",2100,665,240,15
20_post,https://www.tiktok.com/@odikabayu/video/7236331628782439685,Odika Bayu,131,50.9K,3M,2023-5-23,/@odikabayu,odikabayu,Places that are must-to-visit in Singapore!! Save now for your next trip to Singapore 😍 ,"['singapore', 'travel', 'viralditiktok', 'tiktoktraveltrend', 'minivlogtravelling', 'vlogjalanjalan', 'traveltiktok', 'tour', 'travelingvlog', 'jalanjalantraveling']",18.5K,12.6K,1885,143
21_post,https://www.tiktok.com/@nathaniaclr/video/7246699681328286982,Nathania Clairine,151,5306,480.2K,2023-6-20,/@nathaniaclr,nathaniaclr,u should put “trip to SG with ur bestie” in your bucket list!! ,"['singapore', 'travel', 'bestie']",86.4K,10.4K,2676,1901
22_post,https://www.tiktok.com/@swizzyinsg/video/7242919229945548033,Mary,47,4670,115.3K,2023-6-10,/@swizzyinsg,swizzyinsg,‼️Only 30’ away from Singapore you find this hidden paradise🏝️,"['lazarus', 'lazarusisland', 'singaporeisland', 'exploresingapore', 'singaporetravel', 'discoversingapore', 'thingstodoinsingapore']",4022,1066,1222,139
23_post,https://www.tiktok.com/@kerrynlee/video/7254541390720339207,小欣 Kerryn Lee,298,28.2K,1M,2d ago ,/@kerrynlee,kerrynlee,How to get free vouchers from Jewel Changi Airport🤑 ,"['singapore', 'tiktoksg', 'fyp', 'jewel', 'changiairport', 'sgfoodie', 'visitsg', 'sgtravel', 'singaporeairlines']",11.5K,6690,1760,26
24_post,https://www.tiktok.com/@ilupbeach/video/7078516671564041473,Ilupbeach,227,1736,25.7K,2022-3-24,/@ilupbeach,ilupbeach,,[],21K,2175,1981,303
25_post,https://www.tiktok.com/@deeniseglitz/video/7237785697799671042,Deenise Glitz,74,84.1K,5.7M,2023-5-27,/@deeniseglitz,deeniseglitz,Stuck in Singapore during June hols? I gotchu. Most of the museums here are free for locals. ,"['exploresg', 'placestogo', 'wheretogo', 'singapore', 'travel', 'tiktoksg', 'museums']",15K,5922,2563,33
26_post,https://www.tiktok.com/@daddy.xj/video/7234456107534585096,daddy.xj,408,8896,130.2K,2023-5-18,/@daddy.xj,daddy.xj,✨[SAVE THIS AND TRAVEL LATER]✨,"['sgtravel', 'traveltips', 'singaporetravel', 'changiairport', 'traveltiktok', 'sgtiktok', 'fypsg']",11.5K,6431,1595,87
27_post,https://www.tiktok.com/@visit_singapore/video/7207742216847068424,Visit Singapore,22,1.5M,8.1M,2023-3-7,/@visit_singapore,visit_singapore,Growing up and glowing up 🌟.  ,"['visitsingapore', 'passionmadepossible', 'singapore', 'traveltok', 'marinabaysands']",398.4K,9578,5222,2533
28_post,https://www.tiktok.com/@ianjeevan/video/7230004360099515650,Ian Jeevan,1507,187.9K,8.7M,2023-5-6,/@ianjeevan,ianjeevan,I’ve always wanted to try taking a first class coach to KL! Finally got the chance to do this last week! ,"['transtartravel', 'bus', 'singapore', 'kualalumpur', 'firstclassbus', 'ianjeevantravels', 'malaysiatravel', 'singaporetravel']",52.4K,9750,9458,421
29_post,https://www.tiktok.com/@goodtoflynews/video/7244495716662447367,GoodtoFly ✈️,5,3367,596.7K,2023-6-14,/@goodtoflynews,goodtoflynews,a little inside trick for you 😉 ,"['singaporewards', 'singapore', 'visitsingapore', 'travel', 'goodtofly']",2609,1008,430,24
30_post,https://www.tiktok.com/@kevandchen/video/7163838396375239938,Kev and Chen,171,10.3K,166.9K,2022-11-9,/@kevandchen,kevandchen,The efficiency in this country’s transport system. 🤩 ,"['singapore', 'singapore2022', 'singaporetravel', 'travelsingapore', 'mrtsingapore', 'fyp', 'fypph', 'sanall']",32.9K,1583,1719,168
31_post,https://www.tiktok.com/@daddy.xj/video/7225251643175079169,daddy.xj,408,8896,130.2K,2023-4-23,/@daddy.xj,daddy.xj,✨[SAVE THIS AND TRAVEL LATER]✨,"['universalstudiossingapore', 'rwsmoments', 'resortsworldsentosa', 'sentosaislandsingapore', 'travelsingapore', 'exploresg', 'traveltip', 'travelhack']",11.8K,3905,644,48
32_post,https://www.tiktok.com/@aemilst/video/7244184348130282760,ems,2,2.4M,79.9M,2023-6-13,/@aemilst,aemilst,honeymoon ✈️💗 ,"['singapore', 'universalstudiosingapore', 'travel', 'viral']",256.7K,15.6K,383,731
33_post,https://www.tiktok.com/@lynnchua_/video/7198486354194353410,Lynn,523,1263,19.2K,2023-2-10,/@lynnchua_,lynnchua_,Villa was way beyond our expectations 😍 ,"['fyp', 'bali', 'singapore', 'travel']",2153,827,193,8
34_post,https://www.tiktok.com/@swizzyinsg/video/7217748941767478535,Mary,47,4670,115.3K,2023-4-3,/@swizzyinsg,swizzyinsg,Only 1 hour from Singapore to this paradise🤩🌴,"['bintan', 'bintanisland', 'singaporetravel', 'exploreasia', 'islandvibes', 'singaporetrip']",1991,771,374,33
35_post,https://www.tiktok.com/@kevouthere/video/7234015985651485970,Kev,270,115K,4M,2023-5-17,/@kevouthere,kevouthere,Singapore through my eyes ,"['foryou', 'singapore', 'aesthetic']",54.3K,8228,837,286
36_post,https://www.tiktok.com/@tanzheexuann/video/7197264108641701122,tanzheexuan,306,1740,141.1K,2023-2-7,/@tanzheexuann,tanzheexuann,extremely thankful for my daddy 🥹 ,"['sg', 'foryou', 'singapore', 'travel']",35.5K,1236,161,37
37_post,https://www.tiktok.com/@kerrynlee/video/7214849855557012738,小欣 Kerryn Lee,298,28.2K,1M,2023-3-26,/@kerrynlee,kerrynlee,Would you pay SGD1350/2pax to travel to Malaysia via cruise? All meals inclusive tho👀  ,"['tiktoksg', 'fyp', 'resortworldcruises', 'resortsworldone', 'rw1', 'readysetsail', 'myrwcexperience', 'travel', 'singapore', 'sgfoodie', 'date', 'visitsg', 'exploresg']",4051,638,899,92
38_post,https://www.tiktok.com/@sahdiyaeducates/video/7108797169292905733,SAHDIYA 𝐄𝐃𝐔𝐂𝐀𝐓𝐄𝐒,80,35.1K,904.3K,2022-6-13,/@sahdiyaeducates,sahdiyaeducates,So I spent two weeks in Singapore and here’s what I recommend ,"['singapore', 'visitsingapore', 'traveltok', 'mustdo', 'traveltok', 'sciencewithsahdiya', 'food', 'travel', 'marinabaysands', 'gardensbythebay', 'tanjongbeachclub', 'chinatownsingapore', 'stellaseasidelounge', 'artsciencemuseum', 'hajilane', 'arabstreet']",8949,6321,1239,61
39_post,https://www.tiktok.com/@confirmgoodsg/video/7171376323212987649,ConfirmGoodSG,5,12K,490.6K,2022-11-29,/@confirmgoodsg,confirmgoodsg,Japan is in the East but this place isn’t 🇯🇵🇸🇬,"['confirmgoodsg', 'kyoto', 'japan', 'japaninsingapore', 'singapore', 'travelsg', 'japanesearchitecture', 'placestogo', 'fyp', 'discoversg', 'macdonalds']",120.8K,3518,1617,232
40_post,https://www.tiktok.com/@william82sg/video/7243781903445200130,TikTokShop with William,3038,5777,49.3K,2023-6-12,/@william82sg,william82sg,Habe you try traveling in Transtar Travel’s First Class Solitaire Suite! The feeling is like boarding a business class cabin of a plane! ,"['tmsingapore', 'firstclassbus', 'firstclasssolitairesuites', 'malaysia', 'selangor', 'singapore', 'coach', 'travel']",1625,502,779,54
41_post,https://www.tiktok.com/@the.wacky.duo/video/7236164375965371655,The Wacky Duo,29,3207,215.6K,2023-5-23,/@the.wacky.duo,the.wacky.duo,Now Boarding: Experience Singapore through travel. Opens 27 May at ,"['thewackyduo', 'singaporeattractions', 'singapore', 'nationalmuseumofsingapore']",2488,559,888,19
42_post,https://www.tiktok.com/@pizzachruust/video/7211727936414600450,pizzachruust,217,145,5826,2023-3-18,/@pizzachruust,pizzachruust,Eating in a river — one of the many things to do in kuala lumpur 🥳 ,"['lemon8singapore', 'kualalumpur', 'thingstodoinkl', 'traveldiaries', 'travel']",1614,474,189,10
43_post,https://www.tiktok.com/@visit_singapore/video/7179907304513441026,Visit Singapore,22,1.5M,8.1M,2022-12-22,/@visit_singapore,visit_singapore,What. A. Year. ❤️,"['visitsingapore', 'passionmadepossible', 'singapore', '2022review', '2022tiktok']",113.3K,1204,1362,366
44_post,https://www.tiktok.com/@unfilterme/video/7234839169728613637,unfilterme 🎮🦄,94,2327,20.7K,2023-5-19,/@unfilterme,unfilterme,Replying to ,"['singaporetravel', 'traveltips', 'traveltok']",2591,1102,410,93
45_post,https://www.tiktok.com/@visit_singapore/video/7145388771696069890,Visit Singapore,22,1.5M,8.1M,2022-9-20,/@visit_singapore,visit_singapore,Some of our fav things to see & do in ,"['singapore', 'cutout', 'travelbucketlist', 'visitsingapore']",48.6K,343,366,104
46_post,https://www.tiktok.com/@iamladybell/video/7238774906505219333,Labelle SD,79,58,8277,2023-5-30,/@iamladybell,iamladybell,Singapore 2023 Travel Requirements. Hope this helps :) ,"['singapore', 'singaporetravelrequirements', 'gardensbythebay', 'singapore2023']",8025,4542,757,144
47_post,https://www.tiktok.com/@lyramari/video/7175360071403179290,R 💋,172,1463,5981,2022-12-10,/@lyramari,lyramari,Our Singapore Itinerary 🇸🇬 Part 1 ✨ ,"['singapore', 'travelitinerary', 'singapore2022']",4797,1987,277,28
48_post,https://www.tiktok.com/@noraismaill/video/7185955278582566150,nora <3,174,1985,158.7K,2023-1-7,/@noraismaill,noraismaill,My full travel vlog from Toronto to Singapore!! Flying with Korean Air was such a great experience ✈️ ,"['traveltiktok', 'travelvlog', 'travelwithme', 'koreanair', 'koreanairlines', 'singaporetravel', 'singaporevlog']",6354,303,16,45
49_post,https://www.tiktok.com/@nisombag_singapore/video/7202606928445410561,NISOM,13,5153,55.3K,2023-2-21,/@nisombag_singapore,nisombag_singapore, ,"['unlimitedhpink', 'tiktok', 'tiktoksingapore', 'travelbag', 'bag', 'foryou', 'fypシ', 'fyp', 'travelling', 'travel']",23.8K,2133,783,116
50_post,https://www.tiktok.com/@furmamehmich/video/7236651814018370817,Furmameh Mich,54,846,45.3K,2023-5-24,/@furmamehmich,furmamehmich,Struggle at fort canning tree tunnel.,"['singapore', 'travel', 'travellife']",5414,100,93,17
51_post,https://www.tiktok.com/@maratanch/video/7247466483553717510,maratanch on ig 🌻,248,7698,371.4K,2023-6-22,/@maratanch,maratanch,4 days in Singapore summarized in 10 seconds 🫶🏻 ,"['fyp', 'foryou', 'singapore', 'travelsingapore', 'cinematic']",3652,869,143,43
52_post,https://www.tiktok.com/@audongminie/video/7253282956809194754,Auds ✨️,952,20.3K,1.6M,6d ago ,/@audongminie,audongminie,should I do a singapore first timer series? ,"['concerttips', 'theerastour', 'klook', 'klooksg', 'taylorswift', 'theerastoursingapore', 'travelsingapore', 'taylorswiftsingapore', 'concertsingapore', 'singapore', 'singaporeitinerary']",2396,2018,268,88
53_post,https://www.tiktok.com/@ljandbtravels/video/7222919194243845382,LJ and B,40,805,66.6K,2023-4-17,/@ljandbtravels,ljandbtravels,lets go girls✨ ,"['bestfriendtravels', 'travelaccount', 'travelling', 'backpacking', 'travellers', 'bestfriends', 'travel2023', 'singapore', '2023', 'singaporetravel', 'singaporetiktok']",63K,3742,550,853
54_post,https://www.tiktok.com/@kristenmedina88/video/7244498752491293957,Kristen Medina✨TRAVEL AGENT✈️,2471,51.9K,471.3K,2023-6-14,/@kristenmedina88,kristenmedina88,✨How to save money 💵 when shopping in Sephora Singapore 💄🇸🇬💋,"['travel', 'traveltips', 'shopping', 'singapore', 'traveltok', 'traveldiaries', 'traveling', 'traveltiktok', 'sephora', 'travelagent', 'travelagency']",2084,1260,212,33
55_post,https://www.tiktok.com/@singaporeair/video/7249281700671327506,Singapore Airlines,4,75.5K,454.7K,2023-6-27,/@singaporeair,singaporeair,"We are honoured to be named the World's Best Airline at the 2023 Skytrax World Airline Awards! We were also awarded Best First Class Airline, Best First Class Comfort Amenities, and Best Airline in Asia this year. 🥳🙌🏻","['singaporeairlines', 'skytrax', 'worldbestairline']",88.4K,394,637,609
56_post,https://www.tiktok.com/@mojojowanders/video/7228978218290662661,Mojojowhannii 🌸,15,110,2017,2023-5-3,/@mojojowanders,mojojowanders,Requirements from Davao to Singapore 🇸🇬 ,"['singapore', 'travel', 'fyp']",1815,741,111,98
57_post,https://www.tiktok.com/@audongminie/video/7252727726438698242,Auds ✨️,952,20.3K,1.6M,1w ago ,/@audongminie,audongminie,more chances to get tickets!! ,"['concerttips', 'theerastour', 'taylorswift', 'erastoursingapore', 'erastoursg', 'taylorswiftsingapore', 'nationalstadiumsingapore', 'travelsingapore']",391,18,92,19
58_post,https://www.tiktok.com/@dejiki/video/7159567582045981953,Dejiki Nicholas,43,1242,114.3K,2022-10-28,/@dejiki,dejiki,"POV: Walk inside the amazing AVATAR: The Experience at Gardens by the Bay Singapore, now open inside Cloud Forest! ","['avatar', 'disney', 'avatartheexperience', 'gardensbythebay', 'singapore', 'traveltok', 'exhibition', 'garden', 'travel', 'amazing', 'beautiful']",50K,8169,2723,602
59_post,https://www.tiktok.com/@corina_caragea/video/7248988102226709787,Corina Caragea,215,425.1K,3.9M,2023-6-26,/@corina_caragea,corina_caragea,Am mancat la IMPINGE TAVA in Singapore!,"['singapore', 'travel', 'foodlover']",25K,957,666,376
60_post,https://www.tiktok.com/@iandarric/video/7202779182936591618,Ian Darric,256,706,15.6K,2023-2-22,/@iandarric,iandarric,I earned over $1000 cashback on my travels and more when using ,"['travelhacks', 'savings', 'travel', 'japan']",4118,51,238,0
61_post,https://www.tiktok.com/@badaisamudrar/video/7245879190761901318,Badai Samudra,121,5840,113.6K,2023-6-18,/@badaisamudrar,badaisamudrar,Nih aku spill itinerary untuk singapore semoga membantunya ✨✨ ,"['itinerarysingapore', 'singapore', 'singaporetiktok', 'travelsingapore', 'travelsingaporetips', 'singaporeimagine', 'solotravel', 'solotravelers', 'solotraveler', 'backpacker', 'solobackpacker', 'solotrip']",13.3K,12.2K,1696,324
63_post,https://www.tiktok.com/@ulfaalhanif/video/7225575017898134810,Ulfa Alhanif,285,1.3M,36.7M,2023-4-24,/@ulfaalhanif,ulfaalhanif,Rasanya diluar prediksi BMKG!😩 ,"['minivlog', 'dailyminivlog', 'singapore', 'singaporefoodie', 'singaporetravel', 'fishball', 'fishballnoodles', 'tiktokkulineran', 'reviewmakanan']",494.6K,20.9K,628,500
64_post,https://www.tiktok.com/@almostviral.nz/video/7209383076361669890,AlmostViral.NZ,4,70.7K,1.5M,2023-3-11,/@almostviral.nz,almostviral.nz,5 Things to do at Jewel Changi Airport ,"['jewelchangi', 'jewelchangiairport', 'changiairport', 'singapore', 'singaporetravel', 'visitsingapore', 'singaporeairport']",2155,830,295,9
65_post,https://www.tiktok.com/@angusvsdonuts/video/7249679592456326402,Angus Tan,65,27.5K,1.4M,2023-6-28,/@angusvsdonuts,angusvsdonuts,I TRIED THE CHEAPEST KBBQ BUFFET RESTAURANT IN SINGAPORE!! ,"['kbbq', 'sgeats', 'cheapeats', 'singapore', 'sgtiktok', 'sgtiktok', 'cheaptravel', 'cheapests', 'cheap', 'budgettravel']",16.4K,3941,2233,116
66_post,https://www.tiktok.com/@jermaineyjmmm/video/7218561239176318209,Jerm,23,5122,117.8K,2023-4-5,/@jermaineyjmmm,jermaineyjmmm,Legit mindblowned hahaha ,"['disposabletowel', 'tiktokshopfinds', 'fyp', 'singapore', 'travel', 'travelhacks']",2911,703,267,35
67_post,https://www.tiktok.com/@farah_ahmads/video/7235928324315286785,Farah Ahmad |TravelContent ✈️,844,79.9K,1.7M,2023-5-22,/@farah_ahmads,farah_ahmads,JOM KE SINGAPORE ,"['travellife', 'traveltips', 'travel', 'murah', 'pakejmurah', 'singapore']",23.3K,8617,1089,617
68_post,https://www.tiktok.com/@duckiefantasy/video/7218583455355981058,Duck99,308,376,41.6K,2023-4-5,/@duckiefantasy,duckiefantasy,Our quick 3D2N getaway to Desaru! Honestly I feel that 2D1N is enough. The food in the resort weren’t fantastic for the price but I think Tumeric restaurant & The Observatory is worth going. The satay was fantastic though! ,"['desaru', 'singaporetravel', 'relax']",2502,1035,936,43
69_post,https://www.tiktok.com/@anne_yeong_/video/7209881936096005382,A N N E,22,139,6272,2023-3-13,/@anne_yeong_,anne_yeong_,Places To Visit For Free in ,"['singapore', 'singaporetouristattraction', 'travelinstagram', 'travelreels', 'travelbucketlist', 'travel', 'traveltips', 'singaporetravel', 'singapore', 'travellife', 'traveltiktok', 'instareels', 'reelsinstagram', 'reels__tiktok', 'traveldiaries', 'traveling', 'travelmemories', 'singaporetravel']",6220,4588,1421,56
70_post,https://www.tiktok.com/@_mydearjunnie/video/7246744747757325574,mydearjunnie on fb,43,1704,68.5K,2023-6-20,/@_mydearjunnie,_mydearjunnie,SingapoRewards. Alam nyo bang Singapore offers one FREE tour for eligible foreign tourists and you have atleast 36 attractions or tourist spot to choose from? so sad di namin to na avail during our trip kasi di ko alam na ngeexist to but sharing it with you guys for you to avail it. You can also download the app and register there 😊 ,"['singapore', 'traveltosingapore', 'traveltips', 'traveltok', 'traveltiktok', 'travelph', 'travelwithparents', 'singaporewards', 'fyp', 'foryoupage', 'travelhacks', 'travel']",4827,3977,1608,109
71_post,https://www.tiktok.com/@ilibabyyyy/video/7158338724722412805,ili,464,9521,1.1M,2022-10-25,/@ilibabyyyy,ilibabyyyy,"92% british bred. singaporeans u should still visit the uk, maybe not ldn or midlands. ","['fyp', 'sgtiktok', 'uktiktok', 'singapore', 'britinsingapore', 'travelabroad', 'movingabroad', 'liveabroad', 'solotravel', 'asian', 'newlife']",96K,4315,691,707
72_post,https://www.tiktok.com/@charsfootsteps/video/7165418624222563589,Charlotte 🇬🇧🇦🇺,23,425,8457,2022-11-13,/@charsfootsteps,charsfootsteps,Trying as many Michelin ⭐️ hawker stalls during my 3 months in SG! ,"['laupasat', 'shihuiyuan', 'singaporefoodie', 'singaporefood', 'singapore', 'visitsingapore', 'singaporetravel', 'traveltips', 'singaporetiktok', 'singaporetiktokers🇸🇬', 'traveltiktoker', 'hawkercentre', 'hawkerfood', 'singaporehawkerfood', 'singaporeholiday', 'singaporehawkercentre']",6065,1910,409,64
73_post,https://www.tiktok.com/@patfloreza/video/7235464860027391238,Patrisse,92,257,7094,2023-5-21,/@patfloreza,patfloreza,Finally back in SG! Here are the Travel Reqts as of May 2023 🇸🇬 EZ PZ Travel thanks to my super chill IO ,"['singaporetravelrequirements', 'sgtravelrrquirements', 'fyp', 'scootairlines', 'singapore', 'travelrequirements']",1210,640,211,69
74_post,https://www.tiktok.com/@corrainespov/video/7231055914613148933,CORRAINE5OFF | KLOOK DISCOUNT,134,605,25.5K,2023-5-9,/@corrainespov,corrainespov,Singapore Must Go places,"['fypp', 'foryou', 'singaporetravel', 'singaporetravelguide', 'singaporetraveltips', 'travelhacks', 'travelhacksandtips', 'fypppppppppppppp', 'fypppp', 'fyppppppp', 'travelingtosg', 'travelinspo', 'sgfyp', 'whattodoinsg', 'traveldiaries', 'sgbucketlist', 'wheretotravelin2023', 'singaporetiktok']",14.1K,9544,1012,81
75_post,https://www.tiktok.com/@onericeplease/video/7225211627879091464,🍚🥢,66,22.3K,942.9K,2023-4-23,/@onericeplease,onericeplease,Heading to Bird Paradise soon? Save this video to know what to expect! 🦜🐧 ,"['birdparadise', 'singapore', 'sgtravel', 'sgtrip', 'thingstodoinsingapore', 'wheretogosg', 'singaporetravel', 'mandaiwildlifereserve']",732,184,399,14
76_post,https://www.tiktok.com/@kaitlyntan_/video/7244708854162918698,KT,156,2485,1.8M,2023-6-15,/@kaitlyntan_,kaitlyntan_,otter cafe dupe. why was the alpha the size of my dog ,"['singapore', 'ottersoftiktok', 'travel', 'fyp', 'starstruck']",1.7M,78K,39.7K,4427
77_post,https://www.tiktok.com/@shnvlla/video/7235553555535383813,shin,72,14.8K,63.3K,2023-5-21,/@shnvlla,shnvlla,free river cruise tour + snacks!! ,"['fyp', 'traveltiktok', 'singapore', 'visitsingapore', 'traveltips', 'foryou']",33K,14.7K,2453,373
78_post,https://www.tiktok.com/@visit_singapore/video/7202565792427298050,Visit Singapore,22,1.5M,8.1M,2023-2-21,/@visit_singapore,visit_singapore,Zen mode: On 🧘‍♀️ Forest therapy guide Youmin Yap shows us how a night healing session can help.,"['passionmadepossible', 'singaporeimagine', 'visitsingapore', 'traveltok', 'wellness']",54.1K,182,127,32
79_post,https://www.tiktok.com/@travelwithgays/video/7225568774294981893,Benjamin,33,11K,411K,2023-4-24,/@travelwithgays,travelwithgays,Singapore wrap! Spend 4 amazing days here 🫶🇸🇬,"['singapore', 'mustsee', 'mustdo', 'visitsingapore', 'travelsingapore', 'universalstudios']",2565,377,93,136
80_post,https://www.tiktok.com/@amari_____0/video/7158839461055417627,Amari,76,4909,457.6K,2022-10-26,/@amari_____0,amari_____0,✈️🤍 ,"['exploresg', 'travel', 'singapore']",455.6K,55.3K,11.2K,3184
81_post,https://www.tiktok.com/@lydias_layton_life/video/7225438663692356890,lydias_layton_life,89,1676,11.5K,2023-4-24,/@lydias_layton_life,lydias_layton_life,SINGAPORE ➡️ BINTAN ,"['bintan', 'nirwanagardens', 'beachholiday', 'familyholiday', 'familyholidays', 'sgfamily', 'sgexpat', 'sgexpats', 'bintanisland', 'sgtravel', 'familytraveltips', 'familytravelblog', 'familytravelblogger', 'familytraveltribe', 'familytraveller', 'singaporefamily', 'singaporetravel', 'singaporetravels']",1918,989,548,35
