id,url,account_name,following_count,follower_count,total_like_count,date,href,handle,description,hashtag,like_count,bookmark_count,share_count,comment_count
369_post,https://www.tiktok.com/@alexgodevil/video/7249319954846092545,毒霸天下,9875,13.5K,310.7K,2023-6-27,/@alexgodevil,alexgodevil, ,"['fyp', 'fypシ', 'fypシ゚viral', 'tiktoksg', 'sgnews', 'mediacorp', 'singapore', 'soccer', 'school', 'childhood', 'childhoodmemories', 'memoriesbringback', 'memories', 'mediacorp', 'primaryschool', 'childhoodmemories', 'sgtiktok', 'sgnews', 'sgnewsupdate', '歌曲分享', '小时候', 'malaysia', '小时候', 'cna', 'fypage', 'tvb', 'mediacorp', 'channel5', 'channel8', '经典老歌', 'sgnews', 'sgtiktok', 'sg', 'sgfoodie', 'sgtt', 'mothershipsg', 'stomp', 'zaobaosg', 'shinmindailynews', 'memories', 'memoriesbringback', 'memoriesareforever', 'singapore', 'singaporetiktok', 'childhood', 'childhoodmemories', 'children', 'backtothepast', 'memoryunlocked', 'histroy', 'histroychannel', 'foryourpage', 'singaporeimagine', 'taiwan', 'ndp', 'sgtravel', 'airlinepilot', 'airlinetiktok', 'singaporetrending', 'jb', 'today', 'malaysia', '小时候', '歌曲分享', '长大', '中国']",659,73,106,92
370_post,https://www.tiktok.com/@locavore.eats/video/7210124191809457410,Aleana & AG,78,86.1K,4.5M,2023-3-13,/@locavore.eats,locavore.eats,We had a 7 HOUR layover in Singapore but now we wished it was 24 🤯 ,"['travel', 'singapore', 'changiairport', 'foodtiktok']",29.7K,4890,2535,248
371_post,https://www.tiktok.com/@_lisa3lich/video/7120512143358692635,Lisa,127,1620,103.3K,2022-7-15,/@_lisa3lich,_lisa3lich,Your travel-on-a-budget Singapore guide 🤝🏼 ,"['singapore', 'travelonabudget']",574,373,58,3
372_post,https://www.tiktok.com/@harpersbazaarsg/video/7244713344383372551,Harper’s BAZAAR SG,8,61K,2.1M,2023-6-15,/@harpersbazaarsg,harpersbazaarsg,In an exclusive interview with ,"['harpersbazaarsg', 'eunwoo', '차은우', 'chaeunwoo', 'leedongmin', '이동민', 'dior', 'diorbeauty', 'dioriviera', 'singapore', 'sg']",7051,710,197,92
373_post,https://www.tiktok.com/@wandasaidno/video/7235230851749907717,wandasaidno,522,55.1K,3M,2023-5-20,/@wandasaidno,wandasaidno,can you guess why I flew to Singapore?? 👀 ,"['travel', 'singapore', 'minivlog', 'bornpinkinsg', 'wandasaidno']",17.2K,2752,256,89
374_post,https://www.tiktok.com/@lanah_jones/video/7167170785960824066,Lanah Jones,195,6437,1.9M,2022-11-18,/@lanah_jones,lanah_jones,top 5 things to do in singapore 🇸🇬From free to expensive check them out! Might do a part 2 🤭 ,"['singapore', 'singaporetavel', 'thingstodoinsingapore', 'cloudforest', 'supertreegrove', 'chinatown', 'macritchiereservoir', 'nature', 'singaporenature', 'marinabaysands', 'raffleshotel', 'whattodoinsingapore', 'travelblog', 'traveltips', 'asia', 'travel', 'marinabaysandshotel', 'sgtiktok']",107,50,14,0
375_post,https://www.tiktok.com/@roxy.goh/video/7253048868852534546,Roxanne Goh,193,946,53.3K,6d ago ,/@roxy.goh,roxy.goh,London to Singapore - Captain Goh S. W. closing his tour-of-duty after close to 46 years with Singapore Airlines. ,"['a380', 'singaporeairlines', 'sia', 'sq', 'retire', 'pilotslife', 'pilotsdaughter', 'pilotsoftiktok', 'techcrewlife', 'techcrew', 'techcrewappreciation', 'airlinepilot', 'retirement', 'sq317', 'commercialpilot', 'airlinecrewlife', 'airlinecrew', 'a380airbus', 'a380spotting', 'aviation', 'thatsallfolks', 'aviationlife', 'travel', 'singaporeair', 'changiairport', 'pilotsview', 'airlinecaptainretirement', 'airlinecaptain', 'krisflyerexperiences', 'worldclassairlines', 'worldclass', 'bestofsingapore', 'behindthescenes', 'mustsharenews', 'mothership']",973,74,91,30
376_post,https://www.tiktok.com/@ellenbeaa/video/7201494786765884677,Ell’s View✈️🐚🌊,401,8280,163.7K,2023-2-18,/@ellenbeaa,ellenbeaa,The cost of Singapore💰🇸🇬 ,"['singapore', 'singaporetiktok', 'singaporetravel', 'singaporemoney', 'southeastasiatravel', 'visitingsingapore', 'fyp', 'foryou', 'singaporefood', 'singaporerestaurant', 'gardensbythebay', 'avatarexperience', 'cloudforest', 'flowerdome', 'singaporeevent', 'singaporeexperience', 'seasiatravel', 'backpackinglife', 'singaporetravelguide', 'singaporerecommendations', 'femalebackpacker', 'singaporebackpacker', 'thingstoseesingapore', 'thingstodosingapore', 'traveltrend', 'thailand', 'vietnam', 'southeastasiatravelplanning']",114,32,8,3
377_post,https://www.tiktok.com/@theroytravels/video/7121679920551578907,Powell Roy Louis,31,32.1K,677.8K,2022-7-18,/@theroytravels,theroytravels,Travel to Singapore on a budget 🇸🇬 ,"['singaporetiktok', 'tiktoksg', 'tripscout', 'fyp', 'fypシ', 'traveltiktok', 'malaysianblogger', 'travelinfluencer', 'theroytravels']",12.7K,6101,2374,122
378_post,https://www.tiktok.com/@montanadarby/video/7216709987505130758,Montana | Travels,149,95.5K,4.8M,2023-3-31,/@montanadarby,montanadarby,My new favourite city in the world!! You absolutely HAVE to add Singapore to your bucket list!! One of the most incredible cities I have ever been to ,"['singapore', 'seasia', 'backpacking', 'travelling', 'solotravel']",705,151,52,16
379_post,https://www.tiktok.com/@_mydearjunnie/video/7240745580786470150,mydearjunnie on fb,43,1707,68.6K,2023-6-4,/@_mydearjunnie,_mydearjunnie,Replying to ,"['singapore', 'travel', 'traveltiktok', 'singapore', 'tutorial', 'travelsingapore', 'sgarrivalcard', 'fyp', 'fypviral']",7361,6532,1853,144
380_post,https://www.tiktok.com/@eveinsingapore/video/7221492507417316610,@eveinsingapore,53,4953,77.2K,2023-4-13,/@eveinsingapore,eveinsingapore,Save & Share these must-visit places 🥹🫶🏻 ,"['botanicgardens', 'shootsg', 'visitsingapore', 'sgtiktok', 'sgtourist', 'chijmes', 'hajilane', 'travelsg', 'sgtravel', 'fyp', 'nationalmuseum', 'sgtraveller', 'mustvisit', 'singapore']",2391,2115,153,5
381_post,https://www.tiktok.com/@escapemanila/video/7222496150828436742,EscapeManila Travel Blog,40,11.4K,326.5K,2023-4-16,/@escapemanila,escapemanila,Things to Do in Singapore on a Budget. Tara! ,"['travel', 'traveltiktok']",4414,2607,585,57
382_post,https://www.tiktok.com/@andrewethanzeng/video/7227279479037611272,Andrew Ethan Zeng,30,24.2K,265.8K,2023-4-29,/@andrewethanzeng,andrewethanzeng,The ,"['1', 'firstclass', 'travel', 'singapore', 'luxury', 'goals', 'frequentflyer', 'capcut', 'fyp']",61.1K,5169,3198,453
383_post,https://www.tiktok.com/@okay.kara.travels/video/7181515996803386630,Kara ✨| Travel & Backpacking🌎,285,67.2K,1M,2022-12-26,/@okay.kara.travels,okay.kara.travels,Things to do Singapore ON A BUDGET 🇸🇬✨ Make sure you add all these to your list! I have more videos about cheap eats / how to stick to £25 a day (daily spends) budget whilst in Singapore..so follow along for more😘❤️ ,"['travel', 'traveltiktok', 'travelsingapore', 'thingstodosingapore', 'singaporethingstodo', 'budgettravelsingapore', 'singaporecheapeats', 'singaporerecommendations', 'singaporetraveltips', 'singaporehiddengems', 'whattodosingapore', 'singaporemustsee', 'mustseesingapore', 'travelseasia', 'budgettravelseasia', 'budgetbackpackingseasia', 'budgetbackpackingsingapore', 'singaporethingstodo', 'marinabaysands', 'raffleshotel', 'singaporehotels', 'singaporecheapfood', 'freethingstodosingapore', 'singaporefreethings', 'singaporefoodie', 'singaporefood', 'singaporecheapfood', 'fyp', 'traveltrend', 'traveltrending', 'viral', 'travelviral', 'budgetbackpackingasia', 'singaporetourism', 'singaporetiktok', 'travelsingapore2023', 'singaporethingstodo2023', 'singapore2023', 'visitsingapore', 'visitsingapore2023', 'hostellife', 'thepodcapsule', 'singaporepodhotel', 'singaporehostel', 'singaporecheaphotel', 'singaporehotel', 'singaporehostel', 'budgettraveltips', 'budgettravelhelp', 'travelbudget', 'travelcheap', 'gapyear', 'postgradtravel']",1184,780,90,39
384_post,https://www.tiktok.com/@onericeplease/video/7244119059728469249,🍚🥢,66,22.3K,943.8K,2023-6-13,/@onericeplease,onericeplease,The food coma is real after 😅 ,"['sgfoodie', 'singapore', 'jwmarriottsg', 'beachroadkitchen', 'sgbuffet', 'sgfood', 'sgtravel']",3973,1654,1433,48
385_post,https://www.tiktok.com/@karishmairl/video/7186263942614764802,Karishma 👩🏽‍💻🫶,79,23.7K,430.1K,2023-1-8,/@karishmairl,karishmairl,Replying to ,"['suites', 'singaporeairlines', 'luxurylife', 'luxurytravel', 'flytok', 'firstclass', 'travelbucketlist', 'travel', 'corporategirlies', 'thatgirlaesthetic', 'womenintech', 'fyp']",8212,484,342,160
386_post,https://www.tiktok.com/@caseyfleischmann0/video/7170335110997232902,caseyfleischmann,90,91,2551,2022-11-26,/@caseyfleischmann0,caseyfleischmann0,10 things to do on your next trip to Singapore. ,"['singaporetiktok', 'simgaporetravel', 'singaporelife', 'traveltiktok', 'singaporetips']",1439,1379,213,2
387_post,https://www.tiktok.com/@yewmagnificent/video/7244822614420638978,YewMagnificent 杰乐♈️,289,25.7K,199.3K,2023-6-15,/@yewmagnificent,yewmagnificent,Birthday Invitations Gone Wrong.,"['friends', 'pranks', 'fyp', 'foryou', 'foryoupage', 'tiktok', 'tiktoksg', 'tiktokusa', 'singapore', 'malaysia', 'europe', 'france', 'spain', 'italy', 'indonesia', 'thailand', 'taiwan', 'dubai', 'india', 'australia', 'ireland', 'southafrica', 'kenya', 'romania', 'newzealand', 'namibia', 'norway', 'germany', 'usa', 'uk', 'canada', 'viral', 'pov', 'youtube', 'fomotionalfinds', 'runawayaurora', 'joke', 'lol', 'funny', 'cute', 'likes', 'trending', 'travel', 'followme']",1097,88,266,55
388_post,https://www.tiktok.com/@travelhackingmom/video/7157019172134735150,Travel Hacking Mom,203,150.3K,2.2M,2022-10-21,/@travelhackingmom,travelhackingmom,I was sitting in business class wh cub didn’t suck but it’s no Singapore suites! ,"['awardtravel', 'creditcardpoints', 'luxuryflight', 'luxurytravel', 'travelhacks']",987.6K,39K,22.8K,1958
389_post,https://www.tiktok.com/@jessjacktravel/video/7221196427303603461,Jess n Jacks travels,307,21.9K,70.3K,2023-4-12,/@jessjacktravel,jessjacktravel,Day 1 of travelling around the world spent in Heathrow airport & on a flight to Singapore 🇸🇬 Follow for the rest of our journey ,"['fyp', 'travel', 'singaporeairlines', 'singapore', 'backpacking']",62.7K,2133,130,166
390_post,https://www.tiktok.com/@shrugmyshoulder/video/7231798430740335880,ShrugMyShoulder,28,5566,54.1K,2023-5-11,/@shrugmyshoulder,shrugmyshoulder,🤷🏻‍♂️🤷🏻‍♀️ Why did we start this digital nomad journey?,"['shrugmyshoulder', 'shrugtravels', 'singapore', 'singaporediscover', 'reelssg', 'sgcouple', 'digitalnomad', 'digitalnomadcouple', 'digitalnomadlifestyle', 'workandtravel', 'remotework', 'selfcare']",3390,489,403,86
391_post,https://www.tiktok.com/@onericeplease/video/7243372785010035970,🍚🥢,66,22.3K,943.9K,2023-6-11,/@onericeplease,onericeplease,Still wondering if the M in their name stands for “mountain” 🗻 ,"['sgfoodie', 'tiktoksg', 'm5coffee', 'sgcoffee', 'newcafesg', 'singapore', 'sgtravel']",813,218,134,5
392_post,https://www.tiktok.com/@rielddy/video/7243282865084058885,Mariel Delizo,111,121,3472,2023-6-11,/@rielddy,rielddy,Singapore Itinerary 🇸🇬,"['travel', 'singapore']",3271,2585,420,74
393_post,https://www.tiktok.com/@channelnewsasia/video/7241500090928614664,CNA,6,601K,5.4M,2023-6-6,/@channelnewsasia,channelnewsasia,Two men suspected of posing as police and mounting an expressway car chase in Johor have been arrested. The duo allegedly tailed a driver who was travelling from Singapore to Genting Highlands. ,"['malaysianews', 'malaysia', 'johor']",556,47,372,88
394_post,https://www.tiktok.com/@jessicajayneturner/video/7211518914814102789,Jessica Jayne,73,57K,3.1M,2023-3-17,/@jessicajayneturner,jessicajayneturner,Next destination: Singapore 🇸🇬 it’s our first time visiting so can’t wait to spend the next few days exploring 🫶🏼,[],3143,89,21,34
395_post,https://www.tiktok.com/@misodyy/video/7222505406348659970,melodys butt kaya toast,51,25.4K,565.3K,2023-4-16,/@misodyy,misodyy,I protecc my country but no one protecc me,"['hongkong', 'singaporetiktok', 'sgtiktok', 'fyp', 'comedy', 'sgfoodie', 'sgtravel']",6879,253,152,84
396_post,https://www.tiktok.com/@alexgodevil/video/7249319954846092545,毒霸天下,9875,13.5K,310.8K,2023-6-27,/@alexgodevil,alexgodevil, ,"['fyp', 'fypシ', 'fypシ゚viral', 'tiktoksg', 'sgnews', 'mediacorp', 'singapore', 'soccer', 'school', 'childhood', 'childhoodmemories', 'memoriesbringback', 'memories', 'mediacorp', 'primaryschool', 'childhoodmemories', 'sgtiktok', 'sgnews', 'sgnewsupdate', '歌曲分享', '小时候', 'malaysia', '小时候', 'cna', 'fypage', 'tvb', 'mediacorp', 'channel5', 'channel8', '经典老歌', 'sgnews', 'sgtiktok', 'sg', 'sgfoodie', 'sgtt', 'mothershipsg', 'stomp', 'zaobaosg', 'shinmindailynews', 'memories', 'memoriesbringback', 'memoriesareforever', 'singapore', 'singaporetiktok', 'childhood', 'childhoodmemories', 'children', 'backtothepast', 'memoryunlocked', 'histroy', 'histroychannel', 'foryourpage', 'singaporeimagine', 'taiwan', 'ndp', 'sgtravel', 'airlinepilot', 'airlinetiktok', 'singaporetrending', 'jb', 'today', 'malaysia', '小时候', '歌曲分享', '长大', '中国']",661,73,106,92
397_post,https://www.tiktok.com/@locavore.eats/video/7210124191809457410,Aleana & AG,78,86.1K,4.5M,2023-3-13,/@locavore.eats,locavore.eats,We had a 7 HOUR layover in Singapore but now we wished it was 24 🤯 ,"['travel', 'singapore', 'changiairport', 'foodtiktok']",29.7K,4890,2535,248
398_post,https://www.tiktok.com/@_lisa3lich/video/7120512143358692635,Lisa,127,1620,103.3K,2022-7-15,/@_lisa3lich,_lisa3lich,Your travel-on-a-budget Singapore guide 🤝🏼 ,"['singapore', 'travelonabudget']",574,373,58,3
399_post,https://www.tiktok.com/@harpersbazaarsg/video/7244713344383372551,Harper’s BAZAAR SG,8,61.1K,2.1M,2023-6-15,/@harpersbazaarsg,harpersbazaarsg,In an exclusive interview with ,"['harpersbazaarsg', 'eunwoo', '차은우', 'chaeunwoo', 'leedongmin', '이동민', 'dior', 'diorbeauty', 'dioriviera', 'singapore', 'sg']",7052,710,197,92
400_post,https://www.tiktok.com/@wandasaidno/video/7235230851749907717,wandasaidno,522,55.1K,3M,2023-5-20,/@wandasaidno,wandasaidno,can you guess why I flew to Singapore?? 👀 ,"['travel', 'singapore', 'minivlog', 'bornpinkinsg', 'wandasaidno']",17.2K,2752,256,89
401_post,https://www.tiktok.com/@lanah_jones/video/7167170785960824066,Lanah Jones,195,6437,1.9M,2022-11-18,/@lanah_jones,lanah_jones,top 5 things to do in singapore 🇸🇬From free to expensive check them out! Might do a part 2 🤭 ,"['singapore', 'singaporetavel', 'thingstodoinsingapore', 'cloudforest', 'supertreegrove', 'chinatown', 'macritchiereservoir', 'nature', 'singaporenature', 'marinabaysands', 'raffleshotel', 'whattodoinsingapore', 'travelblog', 'traveltips', 'asia', 'travel', 'marinabaysandshotel', 'sgtiktok']",107,50,14,0
402_post,https://www.tiktok.com/@roxy.goh/video/7253048868852534546,Roxanne Goh,193,946,53.3K,6d ago ,/@roxy.goh,roxy.goh,London to Singapore - Captain Goh S. W. closing his tour-of-duty after close to 46 years with Singapore Airlines. ,"['a380', 'singaporeairlines', 'sia', 'sq', 'retire', 'pilotslife', 'pilotsdaughter', 'pilotsoftiktok', 'techcrewlife', 'techcrew', 'techcrewappreciation', 'airlinepilot', 'retirement', 'sq317', 'commercialpilot', 'airlinecrewlife', 'airlinecrew', 'a380airbus', 'a380spotting', 'aviation', 'thatsallfolks', 'aviationlife', 'travel', 'singaporeair', 'changiairport', 'pilotsview', 'airlinecaptainretirement', 'airlinecaptain', 'krisflyerexperiences', 'worldclassairlines', 'worldclass', 'bestofsingapore', 'behindthescenes', 'mustsharenews', 'mothership']",974,74,91,30
403_post,https://www.tiktok.com/@ellenbeaa/video/7201494786765884677,Ell’s View✈️🐚🌊,402,8280,163.7K,2023-2-18,/@ellenbeaa,ellenbeaa,The cost of Singapore💰🇸🇬 ,"['singapore', 'singaporetiktok', 'singaporetravel', 'singaporemoney', 'southeastasiatravel', 'visitingsingapore', 'fyp', 'foryou', 'singaporefood', 'singaporerestaurant', 'gardensbythebay', 'avatarexperience', 'cloudforest', 'flowerdome', 'singaporeevent', 'singaporeexperience', 'seasiatravel', 'backpackinglife', 'singaporetravelguide', 'singaporerecommendations', 'femalebackpacker', 'singaporebackpacker', 'thingstoseesingapore', 'thingstodosingapore', 'traveltrend', 'thailand', 'vietnam', 'southeastasiatravelplanning']",114,32,8,3
404_post,https://www.tiktok.com/@theroytravels/video/7121679920551578907,Powell Roy Louis,31,32.1K,677.8K,2022-7-18,/@theroytravels,theroytravels,Travel to Singapore on a budget 🇸🇬 ,"['singaporetiktok', 'tiktoksg', 'tripscout', 'fyp', 'fypシ', 'traveltiktok', 'malaysianblogger', 'travelinfluencer', 'theroytravels']",12.7K,6101,2374,122
405_post,https://www.tiktok.com/@montanadarby/video/7216709987505130758,Montana | Travels,149,95.5K,4.8M,2023-3-31,/@montanadarby,montanadarby,My new favourite city in the world!! You absolutely HAVE to add Singapore to your bucket list!! One of the most incredible cities I have ever been to ,"['singapore', 'seasia', 'backpacking', 'travelling', 'solotravel']",705,151,52,16
406_post,https://www.tiktok.com/@_mydearjunnie/video/7240745580786470150,mydearjunnie on fb,43,1708,68.6K,2023-6-4,/@_mydearjunnie,_mydearjunnie,Replying to ,"['singapore', 'travel', 'traveltiktok', 'singapore', 'tutorial', 'travelsingapore', 'sgarrivalcard', 'fyp', 'fypviral']",7362,6532,1853,144
407_post,https://www.tiktok.com/@emiliabeattie/video/7138404905714322694,emilia Jane,635,193.3K,11.7M,2022-9-1,/@emiliabeattie,emiliabeattie,Replying to ,"['travellife', 'backpacking', 'budgettravel', 'singapore']",34.1K,6107,447,120
408_post,https://www.tiktok.com/@shaylaf_/video/7137183158872755502,Shayla,183,10.4K,918.1K,2022-8-29,/@shaylaf_,shaylaf_,such a good day 😌💕 ,"['sgtiktok', 'singaporetravel', 'singaporevlog', 'sgtravelvlog', 'solotravel', 'solowomantraveler', 'solotravelvlog', 'dayinmylife', 'thatgirlaesthetic', 'dailyinspiration']",17.6K,1051,122,131
409_post,https://www.tiktok.com/@thetraveltauruss/video/7085082581506739502,Alea S | Travel Tips & Advice,164,619.5K,10.1M,2022-4-10,/@thetraveltauruss,thetraveltauruss,Reply to ,"['thetraveltaurus', 'travelsingapore', 'singaporetravel', 'travelguides']",14.2K,3476,801,191
410_post,https://www.tiktok.com/@alex.merritt96/video/7102382256399944966,alex.merritt96,578,35.4K,1.6M,2022-5-27,/@alex.merritt96,alex.merritt96,Add Singapore to the list 🇸🇬 ,"['singapore', 'traveltiktok', 'backpacking']",21.3K,1336,315,401
411_post,https://www.tiktok.com/@travellersoutlook/video/7103239287264611590,Katie & Andrew,173,3337,515.4K,2022-5-29,/@travellersoutlook,travellersoutlook,Best Airport in the World ✈️💙 ,"['travel', 'airport', 'layover', 'changi', 'singapore', 'travellife', 'travellersoutlook']",432.7K,35.8K,4344,3094
412_post,https://www.tiktok.com/@dwaroundtheworld/video/7070009751010086149,DW Around The World | Traveler,298,227.9K,28.5M,2022-3-1,/@dwaroundtheworld,dwaroundtheworld,singapore takes life seriously ,['singaporetravel'],355,32,16,9
414_post,https://www.tiktok.com/@countingcountries/video/7096968448009391402,Counting Countries,143,580.2K,19.3M,2022-5-12,/@countingcountries,countingcountries,I spent 24 hours living inside the Singapore airport ,"['traveltiktok', 'airport', 'singaporeairport', 'challenge', 'singapore']",441.5K,23.4K,23.1K,2638
415_post,https://www.tiktok.com/@elitevacays/video/7159363025927933190,ELITE VACAYS,0,354.5K,11.6M,2022-10-28,/@elitevacays,elitevacays,Do you prefer it during the day or at night?🌱✨ ,"['singaporetiktok', 'bucketlist2022', 'travelgoals', 'travelstory']",588.3K,168.8K,14.1K,1985
416_post,https://www.tiktok.com/@adventureswithjenna_/video/7069514932852772101,Jenna,54,14K,1.1M,2022-2-27,/@adventureswithjenna_,adventureswithjenna_,Singapore is by far the coolest city I’ve ever seen 🤩 ,"['singapore', 'travel', 'traveltiktok', 'travelsingapore']",5885,1963,741,69
417_post,https://www.tiktok.com/@thats.farout/video/7120240739212315950,Tanner Wallace | Travel & Life,70,67.6K,1.4M,2022-7-14,/@thats.farout,thats.farout,How much $ I spent in Singapore 🇸🇬 ,"['fyp', 'singapore', 'traveltiktok', 'travelguide', 'travelbudget']",2129,397,95,32
418_post,https://www.tiktok.com/@traveloka.th/video/7112388917520862490,Traveloka Thailand,3,116K,791.8K,2022-6-23,/@traveloka.th,traveloka.th,🇸🇬 แจก 14 ลายแทงสถานที่ห้ามพลาดในสิงคโปร์ ปักหมุดไว้เลย!📍,"['travelokath', 'flywithtraveloka']",28.7K,2057,5750,235
419_post,https://www.tiktok.com/@linhforthehuynh/video/7059111508776684846,Linh Huynh | Food & Travel ✈️,98,24.1K,1.3M,2022-1-30,/@linhforthehuynh,linhforthehuynh,What it’s like to travel on a budget in Singapore ,"['budgettravel', 'traveltiktok', 'traveltips', 'whatispendinaday', 'dailyspending', 'singapore', 'fyp']",820,198,81,11
420_post,https://www.tiktok.com/@new_to_singapore/video/7154974455331065090,New to Singapore by Amandine,115,30.1K,932.6K,2022-10-16,/@new_to_singapore,new_to_singapore,My monthly budget living in Singapore~ ,"['singapore', 'sgtiktok', 'livinginsingapore', 'singaporetiktok']",32.9K,2939,1865,1021
421_post,https://www.tiktok.com/@naimss96/video/7126086948023799045,Naimsss,84,10.9K,176.8K,2022-7-30,/@naimss96,naimss96,This is your sign to go Singapore ,"['singapore', 'asia', 'singaporetiktok', 'love', 'travel', 'traveltiktok', 'marinabaysands', 'sunset', 'fyp']",5186,670,217,44
422_post,https://www.tiktok.com/@jlinhh/video/7104719901197225262,Joycelynn,99,144.9K,3.1M,2022-6-2,/@jlinhh,jlinhh,Places to visit in Singapore 🇸🇬 ,"['travel', 'singapore', 'placestovisit', 'travelguide']",1514,835,222,10
423_post,https://www.tiktok.com/@sabrynasalmon/video/7142916273377168682,Sabryna Salmon,981,298.7K,5.3M,2022-9-13,/@sabrynasalmon,sabrynasalmon,Just flew from LA to Singapore! One of the longest flights available! 😩🙈 ,"['traveltips', 'planehacks', 'economy', 'singaporeairlines']",102.7K,18.7K,1566,577
424_post,https://www.tiktok.com/@bringme/video/7101842861712362794,BuzzFeed Bring Me!,38,111K,2.2M,2022-5-26,/@bringme,bringme,Not all layovers suck! ,"['singapore', 'singaporechangiairport', 'changijewel']",95.5K,3679,2561,451
425_post,https://www.tiktok.com/@chloejadetravels/video/7179627103871520046,chloe jade - travel,72,287.4K,12.7M,2022-12-21,/@chloejadetravels,chloejadetravels,"Few reasons why I hate Singapore #. It’s way too clean, the food is way too good, people are so nice, they are just so many reasons why I cannot stand it in Singapore. Have you ever been here? ","['travelvlog', 'travellife', 'femaletravel', 'traveltok', 'traveling', 'singaporetiktok', 'visitsingapore', 'dulịchsingapore2022']",2568,183,34,67
426_post,https://www.tiktok.com/@londonjies/video/7105056670031596806,london jies,58,2005,57.8K,2022-6-3,/@londonjies,londonjies,Our first trip to Singapore 💕 ,"['singapore', 'sgtiktok', 'singaporevlog', 'sg', 'tiktoksg']",5508,316,100,111
427_post,https://www.tiktok.com/@jakes.on.a.plane/video/7098128863422647595,Jake,189,4818,76.8K,2022-5-16,/@jakes.on.a.plane,jakes.on.a.plane,My personal top things to do in Singapore 2022! ,"['singapore', 'singaporetiktok', 'travel', 'traveltiktok', 'asia', 'fyp', 'hotel', 'chinatown', 'gardens', 'pool', 'universalstudios', 'sentosa', 'marinabaysands', 'top10']",2953,1559,764,40
428_post,https://www.tiktok.com/@melqiu_/video/7114189165306121473,Mel Q,293,8067,99.4K,2022-6-28,/@melqiu_,melqiu_,please take me back ,"['travel', 'singapore', 'dailyvlog', 'travelvlog', 'minivlog', 'lifestyle', 'marinabaysands', 'mbs', 'sgtiktok']",2367,397,254,26
429_post,https://www.tiktok.com/@countingcountries/video/7214849190168644910,Counting Countries,143,580.2K,19.3M,2023-3-26,/@countingcountries,countingcountries,Overnight in Singapores most famous hotel ,"['singapore', 'marinabaysands']",36.1K,2829,689,218
430_post,https://www.tiktok.com/@dea.delrosario/video/7114612577161792795,deadelrosario🌷,768,10.4K,566.5K,2022-6-29,/@dea.delrosario,dea.delrosario,Some of the outfits I wore in SG!!!! ,"['travel', 'outfitideas', 'fashiontok', 'singapore', 'fyp']",13.9K,2781,251,228
431_post,https://www.tiktok.com/@goatstakeoff/video/7205807898121784581,Luxy & Nero | Travel Couple 🚀,38,34.1K,620.5K,2023-3-2,/@goatstakeoff,goatstakeoff,🇸🇬 ,[],3243,287,56,22
432_post,https://www.tiktok.com/@stellerstories/video/7111765171550489902,Steller,115,66.8K,185.6K,2022-6-21,/@stellerstories,stellerstories,"Incredibly difficult decision, but I think we’ve done it! Here’s our definitive list of 10 things you can’t miss on a trip to ","['singapore', 'passionmadepossible', 'visitsingapore', 'singaporeimagine']",590,180,65,7
433_post,https://www.tiktok.com/@local.halfie/video/7084583614071000346,christina,161,166.8K,4.9M,2022-4-9,/@local.halfie,local.halfie,✈️🇸🇬 ,"['เที่ยวสิงคโปร์', 'localhalfie', 'sgtiktok']",5274,402,146,13
434_post,https://www.tiktok.com/@nicolexgo/video/7096282834989600027,nini | ig: @nicolexgo,124,70.7K,1.7M,2022-5-11,/@nicolexgo,nicolexgo,outfits i wore to my singapore trip last week! 🇸🇬🫶🏻 follow me on IG @nicolexgo for more ,"['style', 'outfit', 'outfitideas']",7840,1782,65,109
